Ticker,quantity,Price,AVG price,Currency
ADAEUR,659.44,1015.0,1.539184762829067,1
HOTUSDT,39219.0,256.78,0.0065473367500446,2
DOTEUR,12.018,323.0,26.876352138458977,1
FILUSDT,21.9,323.0,14.748858447488583,2
LTCEUR,2.16726,142.34,65.67739911224311,1
